訂單編號,日期,星期,分店,時段,天氣,會員編號,品項,類別,數量,單價,金額
A22875,2026-08-16,星期日,中壢店,早上,陰,,拿鐵,咖啡,2,90,180.0
A22001,2026-08-07,星期五,板橋店,早上,晴,M1904,卡布奇諾,咖啡,1,95,95.0
A22306,2026/08/10,星期一,中壢店,晚上,晴,M0889,卡布奇諾,咖啡,3,95,285.0
A22078,2026-08-08,星期六,板橋店,下午,雨,M0362,美式咖啡,咖啡,2,70,140.0
A22004,2026-08-07,星期五,中壢店,晚上,晴,,可頌,烘焙,2,60,120.0
A22448,2026-08-13,星期四,信義店,晚上,晴,,可頌,烘焙,2,60,120.0
A22149,2026-08-09,星期日,信義店,早上,晴,M0110,美式咖啡,咖啡,1,70,70.0
A21522,2026-08-01,星期六,板橋店,早上,雨,,拿鐵,咖啡,3,90,270.0
A22927,2026-08-17,星期一,中壢店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A22156,2026-08-09,星期日,板橋店,早上,晴,M1285,美式咖啡,咖啡,2,70,140.0
A23062,20260819,星期三,中壢店,晚上,晴,M0130,抹茶拿鐵,茶飲,1,100,100.0
A21538,2026-08-01,星期六,板橋店,下午,雨,M1159,卡布奇諾,咖啡,1,95,95.0
A23671,2026-08-28,星期五,信義店,晚上,晴,,拿鐵,咖啡,2,90,180.0
A23347,2026-08-22,星期六,中壢店,下午,晴,,可頌,烘焙,3,60,180.0
A23914,2026-08-30,星期日,板橋店,晚上,晴,M0997,拿鐵,咖啡,2,90,180.0
A21494,2026-08-01,星期六,信義店,晚上,雨,M0846,可頌,烘焙,2,60,120.0
A22016,2026-08-07,星期五,中壢店　,下午,晴,M0912,起司蛋糕,烘焙,2,120,240.0
A23170,2026-08-21,星期五,信義店,下午,陰,M0723,起司蛋糕,烘焙,1,120,120.0
A23019,2026/08/19,星期三,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22679,2026-08-15,星期六,信義店,晚上,晴,,抹茶拿鐵,茶飲,6,100,600.0
A23867,2026-08-30,星期日,信義店,早上,晴,M1271,抹茶拿鐵,茶飲,1,100,100.0
A23343,2026-08-22,星期六,中壢店,早上,晴,M0803,卡布奇諾,咖啡,2,95,190.0
A23364,2026-08-23,星期日,信義店,下午,雨,,拿鐵,咖啡,1,90,90.0
A22098,2026-08-09,星期日,信義店 ,早上,晴,M0799,肉桂捲,烘焙,3,85,255.0
A23892,2026-08-30,星期日,板橋店,早上,晴,M1098,美式咖啡,咖啡,1,70,70.0
A22355,2026-08-12,星期三,信義店,晚上,陰,,紅茶,茶飲,2,50,100.0
A23863,2026-08-30,星期日,信義店,晚上,晴,M0989,拿鐵,咖啡,1,90,90.0
A22759,2026-08-15,星期六,中壢店,早上,晴,M0044,可頌,烘焙,1,60,60.0
A23633,2026-08-27,星期四,板橋店,下午,晴,,可頌,烘焙,2,60,
A23527,2026-08-26,星期三,信義店,下午,陰,M1762,可頌,烘焙,1,60,60.0
A23498,2026-08-25,星期二,板橋店,早上,雨,M0277,紅茶,茶飲,3,50,150.0
A22268,2026-08-10,星期一,信義店,下午,晴,M0448,美式咖啡,咖啡,1,70,70.0
A21914,2026-08-06,星期四,中壢店,晚上,陰,,紅茶,茶飲,1,50,50.0
A23937,2026-08-30,星期日,中壢店,下午,晴,,紅茶,茶飲,3,50,150.0
A21590,2026-08-02,星期日,信義店,早上,陰,M0500,美式咖啡,咖啡,1,70,70.0
A23221,2026-08-21,星期五,中壢店,下午,陰,M1846,美式咖啡,咖啡,2,70,140.0
A21504,2026-08-01,星期六,信義店,下午,雨,M0359,美式咖啡,咖啡,1,70,70.0
A22363,2026-08-12,星期三,信義店,下午,陰,M0288,美式咖啡,咖啡,1,70,70.0
A23796,2026-08-29,星期六,板橋店,下午,陰,,拿鐵,咖啡,3,90,270.0
A22419,2026-08-12,星期三,中壢店,晚上,陰,,肉桂捲,烘焙,1,85,85.0
A22790,2026/08/16,星期日,信義店,晚上,陰,,拿鐵,咖啡,3,90,270.0
A22570,2026-08-14,星期五,板橋店,晚上,晴,M0996,拿鐵,咖啡,1,90,90.0
A24037,2026-08-31,星期一,中壢店,下午,晴,,紅茶,茶飲,1,50,50.0
A23588,2026-08-27,星期四,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22203,2026-08-09,星期日,中壢店,下午,晴,,可頌,烘焙,1,60,60.0
A23253,2026-08-22,星期六,信義店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A23243,2026/08/21,星期五,中壢店,早上,陰,M1637,美式咖啡,咖啡,2,70,140.0
A22872,2026-08-16,星期日,中壢店,下午,陰,M1198,美式咖啡,咖啡,1,70,70.0
A22942,2026-08-18,星期二,信義店,晚上,陰,M0929,卡布奇諾,咖啡,2,95,190.0
A21853,2026-08-06,星期四,信義店,晚上,陰,M1410,紅茶,茶飲,1,50,50.0
A23316,2026/08/22,星期六,板橋店,下午,晴,M0126,紅茶,茶飲,3,50,150.0
A21639,2026-08-02,星期日,中壢店,下午,陰,,紅茶,茶飲,3,50,150.0
A23674,2026-08-28,星期五,信義店,早上,晴,,起司蛋糕,烘焙,2,120,240.0
A23348,2026-08-22,星期六,中壢店,下午,晴,M1598,可頌,烘焙,1,60,60.0
A21489,2026/08/01,星期六,信義店,早上,雨,M1741,拿鐵,咖啡,1,90,90.0
A23649,2026-08-27,星期四,中壢店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A22370,2026-08-12,星期三,信義店,下午,陰,M0387,起司蛋糕,烘焙,2,120,240.0
A22763,2026-08-15,星期六,中壢店,早上,晴,M1589,拿鐵,咖啡,1,90,90.0
A22812,2026-08-16,星期日,信義店,早上,陰,M0203,紅茶,茶飲,1,50,50.0
A22651,2026-08-15,星期六,信義店,早上,晴,M1097,起司蛋糕,烘焙,1,120,120.0
A23972,2026-08-31,星期一,信義店,早上,晴,,可頌,烘焙,1,60,60.0
A23641,2026-08-27,星期四,中壢店,晚上,晴,M0562,抹茶拿鐵,茶飲,1,100,100.0
A22380,2026-08-12,星期三,信義店,晚上,陰,,可頌,烘焙,2,60,120.0
A21610,2026-08-02,星期日,板橋店,晚上,陰,,紅茶,茶飲,1,50,50.0
A22113,2026-08-09,星期日,信義店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A21768,2026/08/04,星期二,板橋店,早上,雨,M1979,拿鐵,咖啡,1,90,90.0
A23190,2026-08-21,星期五,板橋店,早上,陰,,拿鐵,咖啡,10,90,900.0
A23661,2026-08-28,星期五,信義店,下午,晴,M0911,拿鐵,咖啡,2,90,180.0
A21519,2026-08-01,星期六,板橋店,下午,雨,M1898,美式咖啡,咖啡,1,70,70.0
A22668,2026-08-15,星期六,信義店,下午,晴,,肉桂捲,烘焙,1,85,85.0
A22476,2026-08-13,星期四,板橋店 ,晚上,晴,,起司蛋糕,烘焙,2,120,240.0
A22245,2026-08-10,星期一,信義店,早上,晴,,美式咖啡,咖啡,2,70,140.0
A21801,2026-08-05,星期三,信義店,早上,雨,M1834,可頌,烘焙,2,60,120.0
A22346,2026-08-11,星期二,中壢店,下午,雨,,拿鐵,咖啡,2,90,180.0
A23801,2026-08-29,星期六,板橋店,晚上,陰,M1259,美式咖啡,咖啡,2,70,140.0
A22448,2026-08-13,星期四,信義店,晚上,晴,,可頌,烘焙,2,60,120.0
A23580,2026-08-26,星期三,中壢店,下午,陰,,拿鐵,咖啡,1,90,90.0
A22259,2026-08-10,星期一,信義店,早上,晴,M1161,卡布奇諾,咖啡,2,95,190.0
A21713,2026-08-03,星期一,中壢店,早上,晴,,紅茶,茶飲,1,50,50.0
A23035,2026-08-19,星期三,板橋店,早上,晴,M1904,美式咖啡,咖啡,1,70,70.0
A23995,2026/08/31,星期一,信義店,晚上,晴,M1446,起司蛋糕,烘焙,3,120,360.0
A21675,2026-08-03,星期一,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A23016,2026-08-19,星期三,信義店,早上,晴,M1052,抹茶拿鐵,茶飲,3,100,300.0
A22201,20260809,星期日,板橋店,下午,晴,,肉桂捲,烘焙,1,85,85.0
A22956,2026-08-18,星期二,信義店,早上,陰,M0084,拿鐵,咖啡,1,90,90.0
A23815,20260829,星期六,板橋店,晚上,陰,M1990,拿鐵,咖啡,1,90,90.0
A22267,2026-08-10,星期一,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23986,2026-08-31,星期一,信義店,早上,晴,M0666,抹茶拿鐵,茶飲,1,100,100.0
A23187,2026-08-21,星期五,板橋店,晚上,陰,,抹茶拿鐵,茶飲,1,100,100.0
A21613,2026-08-02,星期日,板橋店,下午,陰,,拿鐵,咖啡,1,90,90.0
A21706,2026-08-03,星期一,中壢店,早上,晴,M1763,起司蛋糕,烘焙,1,120,120.0
A22032,2026-08-08,星期六,信義店,晚上,雨,M0568,肉桂捲,烘焙,1,85,85.0
A23474,2026-08-25,星期二,信義店,晚上,雨,,卡布奇諾,咖啡,1,95,95.0
A23065,2026-08-19,星期三,中壢店,早上,晴,,起司蛋糕,烘焙,1,120,120.0
A22120,2026-08-09,星期日,信義店,晚上,晴,M1679,拿鐵,咖啡,2,90,180.0
A21734,2026-08-04,星期二,信義店,早上,雨,,肉桂捲,烘焙,1,85,85.0
A23837,2026-08-29,星期六,中壢店,晚上,陰,,美式咖啡,咖啡,2,70,140.0
A23341,2026/08/22,星期六,中壢店,晚上,晴,M0499,拿鐵,咖啡,3,90,270.0
A22687,2026-08-15,星期六,板橋店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A23055,2026/08/19,星期三,中壢店,下午,晴,M1690,抹茶拿鐵,茶飲,1,100,100.0
A21756,2026-08-04,星期二,板橋店,早上,雨,M1099,起司蛋糕,烘焙,1,120,120.0
A21922,2026-08-06,星期四,中壢店,下午,陰,,紅茶,茶飲,2,50,100.0
A23096,2026-08-20,星期四,信義店,早上,晴,,卡布奇諾,咖啡,3,95,285.0
A23083,2026-08-20,星期四,信義店,早上,晴,M0725,起司蛋糕,烘焙,1,120,120.0
A22277,2026-08-10,星期一,板橋店,晚上,晴,,肉桂捲,烘焙,1,85,85.0
A23825,2026-08-29,星期六,板橋店,晚上,陰,,紅茶,茶飲,2,50,100.0
A21856,2026-08-06,星期四,信義店,早上,陰,,可頌,烘焙,3,60,180.0
A21641,2026/08/02,星期日,中壢店,晚上,陰,M0439,拿鐵,咖啡,2,90,180.0
A23254,20260822,星期六,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22667,2026-08-15,星期六, 信義店,下午,晴,M0709,美式咖啡,咖啡,2,70,140.0
A22188,2026-08-09,星期日,板橋店,下午,晴,M1833,肉桂捲,烘焙,3,85,255.0
A22111,2026-08-09,星期日,信義店,下午,晴,M1672,可頌,烘焙,1,60,60.0
A22914,2026-08-17,星期一,板橋店,下午,晴,,卡布奇諾,咖啡,2,95,190.0
A22911,2026-08-17,星期一,板橋店,下午,晴,M1898,肉桂捲,烘焙,1,85,85.0
A22358,2026-08-12,星期三,信義店,早上,陰,M1565,可頌,烘焙,1,60,
A23076,2026-08-20,星期四,信義店,晚上,晴,M0357,卡布奇諾,咖啡,1,95,95.0
A23308,2026/08/22,星期六,板橋店,早上,晴,M1084,抹茶拿鐵,茶飲,2,100,200.0
A23934,2026-08-30,星期日,中壢店,晚上,晴,M0670,紅茶,茶飲,2,50,100.0
A22302,2026-08-10,星期一,中壢店,下午,晴,M0231,可頌,烘焙,1,60,60.0
A22462,2026-08-13,星期四,信義店,下午,晴,M1041,卡布奇諾,咖啡,1,95,95.0
A22798,2026/08/16,星期日,信義店,下午,陰,M1136,肉桂捲,烘焙,2,85,170.0
A23691,2026-08-28,星期五,信義店,晚上,晴,M1405,肉桂捲,烘焙,2,85,170.0
A23245,2026-08-22,星期六,信義店,早上,晴,M0422,肉桂捲,烘焙,2,85,170.0
A22864,2026-08-16,星期日,中壢店,早上,陰,M0054,紅茶,茶飲,3,50,150.0
A23745,2026-08-28,星期五,中壢店,下午,晴,,可頌,烘焙,1,60,60.0
A22530,2026-08-14,星期五,信義店,早上,晴,M1225,拿鐵,咖啡,1,90,90.0
A22605,2026/08/14,星期五,中壢店,下午,晴,M1503,起司蛋糕,烘焙,2,120,240.0
A22073,2026-08-08,星期六,板橋店,早上,雨,M0989,紅茶,茶飲,2,50,100.0
A22385,2026/08/12,星期三,信義店,下午,陰,,美式咖啡,咖啡,3,70,210.0
A21955,2026-08-07,星期五,信義店,下午,晴,M0486,美式咖啡,咖啡,2,70,140.0
A23429,2026-08-24,星期一,信義店,早上,晴,M1741,肉桂捲,烘焙,2,85,170.0
A23323,2026-08-22,星期六,板橋店,下午,晴,M0537,肉桂捲,烘焙,2,85,170.0
A21792,2026/08/05,星期三,信義店,早上,雨,,拿鐵,咖啡,1,90,90.0
A21896,2026-08-06,星期四,中壢店,下午,陰,M1880,可頌,烘焙,1,60,60.0
A23808,20260829,星期六,板橋店,下午,陰,M1163,紅茶,茶飲,1,50,50.0
A22988,2026-08-18,星期二,中壢店,早上,陰,,抹茶拿鐵,茶飲,1,100,100.0
A21988,2026/08/07,星期五,板橋店,晚上,晴,M0900,肉桂捲,烘焙,3,85,255.0
A23561,2026-08-26,星期三,板橋店,下午,陰,M1550,紅茶,茶飲,1,50,50.0
A22467,2026-08-13,星期四,板橋店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A23994,2026-08-31,星期一,信義店,下午,晴,M1252,起司蛋糕,烘焙,3,120,360.0
A23772,2026-08-29,星期六,信義店,早上,陰,M0987,拿鐵,咖啡,3,90,270.0
A22134,2026-08-09,星期日,信義店,早上,晴,M1249,起司蛋糕,烘焙,3,120,360.0
A22378,2026-08-12,星期三,信義店,早上,陰,M0606,起司蛋糕,烘焙,1,120,120.0
A23693,2026-08-28,星期五,信義店,晚上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A22343,2026-08-11,星期二,板橋店,下午,雨,M0725,起司蛋糕,烘焙,2,120,240.0
A23711,2026-08-28,星期五,板橋店,下午,晴,M0126,紅茶,茶飲,1,50,50.0
A21871,2026-08-06,星期四,板橋店,下午,陰,M0313,卡布奇諾,咖啡,1,95,95.0
A22583,2026-08-14,星期五,板橋店,下午,晴,M1620,抹茶拿鐵,茶飲,1,100,100.0
A21676,2026-08-03,星期一,信義店,早上,晴,M0018,卡布奇諾,咖啡,1,95,95.0
A21839,2026-08-06,星期四,信義,下午,陰,,拿鐵,咖啡,1,90,90.0
A21762,2026-08-04,星期二,板橋店,早上,雨,M0506,起司蛋糕,烘焙,1,120,120.0
A21623,2026-08-02,星期日,板橋店,下午,陰,,美式咖啡,咖啡,3,70,210.0
A23647,2026/08/27,星期四,中壢店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21941,2026-08-07,星期五,信義店,下午,晴,M1677,起司蛋糕,烘焙,1,120,120.0
A23635,2026-08-27,星期四,板橋店,下午,晴,,拿鐵,咖啡,2,90,180.0
A22861,2026-08-16,星期日,中壢店,早上,陰,,拿鐵,咖啡,1,90,90.0
A21711,2026-08-03,星期一,中壢店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A22017,2026/08/07,星期五,中壢店,晚上,晴,M0110,拿鐵,咖啡,1,90,90.0
A22960,2026-08-18,星期二,板橋店,下午,陰,M0342,拿鐵,咖啡,1,90,90.0
A22162,2026/08/09,星期日,板橋店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23226,2026-08-21,星期五,中壢店,早上,陰,,抹茶拿鐵,茶飲,2,100,200.0
A22130,2026-08-09,星期日,信義店,早上,晴,M0940,卡布奇諾,咖啡,3,95,285.0
A23920,2026-08-30,星期日,板橋店,早上,晴,M1425,肉桂捲,烘焙,3,85,255.0
A22051,2026-08-08,星期六,板橋店,早上,雨,M0798,拿鐵,咖啡,1,90,90.0
A22896,2026-08-17,星期一,信義店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A23394,2026-08-23,星期日,板橋店,晚上,雨,M1656,美式咖啡,咖啡,2,70,140.0
A24027,2026-08-31,星期一,中壢店,早上,晴,M0434,紅茶,茶飲,2,50,100.0
A23136,2026-08-20,星期四,中壢店,下午,晴,,拿鐵,咖啡,1,90,90.0
A23220,2026-08-21,星期五,中壢店,下午,陰,M1393,紅茶,茶飲,1,50,50.0
A23692,2026-08-28,星期五,信義店,晚上,晴,M0190,抹茶拿鐵,茶飲,3,100,300.0
A22996,2026-08-18,星期二,中壢店,早上,陰,M1619,起司蛋糕,烘焙,3,120,360.0
A22936,2026-08-17,星期一,中壢店,早上,晴,M1789,抹茶拿鐵,茶飲,1,100,100.0
A23414,2026-08-24,星期一,信義店,下午,晴,M0191,可頌,烘焙,1,60,60.0
A23704,2026-08-28,星期五,板橋店,早上,晴,M0865,美式咖啡,咖啡,2,70,140.0
A21766,2026/08/04,星期二,板橋店,早上,雨,M1934,可頌,烘焙,2,60,120.0
A22074,2026-08-08,星期六,板橋店,下午,雨,,美式咖啡,咖啡,2,70,140.0
A21973,2026-08-07,星期五,板橋店,早上,晴,M1738,抹茶拿鐵,茶飲,2,100,200.0
A23858,2026-08-30,星期日,信義店,晚上,晴,,拿鐵,咖啡,2,90,180.0
A23294,20260822,星期六,板橋店,早上,晴,M1599,肉桂捲,烘焙,1,85,85.0
A22721,2026-08-15,星期六,板橋店,早上,晴,,卡布奇諾,咖啡,1,95,95.0
A23339,20260822,星期六,中壢店,下午,晴,M0176,拿鐵,咖啡,1,90,90.0
A24023,2026-08-31,星期一,板橋店,早上,晴,M1953,拿鐵,咖啡,1,90,90.0
A22352,2026-08-11,星期二,中壢店,下午,雨,,起司蛋糕,烘焙,2,120,240.0
A22860,2026-08-16,星期日,中壢店,早上,陰,,抹茶拿鐵,茶飲,1,100,100.0
A22819,2026-08-16,星期日,板橋店 ,早上,陰,,拿鐵,咖啡,1,90,90.0
A22382,2026-08-12,星期三,信義店,早上,陰,,美式咖啡,咖啡,2,70,140.0
A22405,2026-08-12,星期三,板橋店,晚上,陰,M1059,拿鐵,咖啡,3,90,270.0
A22517,2026-08-14,星期五,信義店,早上,晴,M0079,抹茶拿鐵,茶飲,1,100,100.0
A21774,2026-08-04,星期二,中壢店,下午,雨,M0243,美式咖啡,咖啡,2,70,140.0
A21650,2026-08-02,星期日,中壢店,早上,陰,M1273,抹茶拿鐵,茶飲,2,100,200.0
A22957,2026-08-18,星期二,信義店,晚上,陰,M0350,肉桂捲,烘焙,2,85,170.0
A22718,2026-08-15,星期六,板橋店,下午,晴,,起司蛋糕,烘焙,3,120,360.0
A21677,2026-08-03,星期一,信義店,早上,晴,,肉桂捲,烘焙,3,85,255.0
A21515,2026-08-01,星期六,板橋店,下午,雨,M0401,美式咖啡,咖啡,2,70,140.0
A22357,2026-08-12,星期三,信義店,早上,陰,M1586,起司蛋糕,烘焙,3,120,360.0
A23930,2026-08-30,星期日,中壢店,早上,晴,M1756,抹茶拿鐵,茶飲,1,100,100.0
A22954,2026/08/18,星期二,信義店,早上,陰,M0046,美式咖啡,咖啡,1,70,70.0
A21655,2026-08-03,星期一,信義店,早上,晴,M1790,起司蛋糕,烘焙,1,120,
A21497,2026-08-01,星期六,信義店,下午,雨,M1160,抹茶拿鐵,茶飲,1,100,100.0
A23270,2026-08-22,星期六,信義店,早上,晴,,拿鐵,咖啡,3,90,270.0
A22682,2026-08-15,星期六,信義店,下午,晴,,可頌,烘焙,1,60,
A23549,2026-08-26,星期三,板橋店,早上,陰,M0913,起司蛋糕,烘焙,1,120,120.0
A21580,2026-08-02,星期日,信義店,晚上,陰,M0565,起司蛋糕,烘焙,3,120,360.0
A23478,2026/08/25,星期二,信義店,晚上,雨,M0614,拿鐵,咖啡,1,90,90.0
A22766,2026-08-15,星期六,中壢店,下午,晴,M0968,拿鐵,咖啡,1,90,90.0
A21560,2026-08-01,星期六,中壢店,下午,雨,,拿鐵,咖啡,2,90,180.0
A22823,2026-08-16,星期日,板橋店,早上,陰,M0443,肉桂捲,烘焙,3,85,
A21637,2026/08/02,星期日,中壢店,早上,陰,M1543,拿鐵,咖啡,1,90,90.0
A21695,2026/08/03,星期一,板橋店,早上,晴,M1160,紅茶,茶飲,1,50,50.0
A23902,2026-08-30,星期日,板橋店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A23259,2026-08-22,星期六,信義店,晚上,晴,M0878,美式咖啡,咖啡,2,70,140.0
A22593,2026-08-14,星期五,中壢店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22043,2026-08-08,星期六,信義店,下午,雨,M0555,拿鐵,咖啡,1,90,90.0
A23523,2026-08-26,星期三,信義店,下午,陰,M0945,拿鐵,咖啡,1,90,90.0
A23514,2026/08/25,星期二,中壢店,晚上,雨,M1903,美式咖啡,咖啡,1,70,70.0
A22874,2026/08/16,星期日,中壢店,早上,陰,M1877,美式咖啡,咖啡,1,70,70.0
A23905,2026-08-30,星期日,板橋店,下午,晴,M0999,抹茶拿鐵,茶飲,2,100,200.0
A21739,20260804,星期二,信義店,早上,雨,M1605,拿鐵,咖啡,2,90,180.0
A22545,2026-08-14,星期五,信義店,晚上,晴,M0152,美式咖啡,咖啡,2,70,140.0
A22143,2026-08-09,星期日,信義店,下午,晴,M0698,拿鐵,咖啡,2,90,180.0
A21518,2026-08-01,星期六,板橋店,早上,雨,M0156,抹茶拿鐵,茶飲,2,100,200.0
A22734,2026/08/15,星期六,中壢店,早上,晴,M1825,拿鐵,咖啡,1,90,90.0
A23175,2026-08-21,星期五,信義店,早上,陰,,可頌,烘焙,1,60,60.0
A22856,2026/08/16,星期日,中壢店,下午,陰,M0104,紅茶,茶飲,1,50,50.0
A23828,2026-08-29,星期六,中壢店,晚上,陰,M0806,起司蛋糕,烘焙,2,120,240.0
A22034,2026-08-08,星期六,信義店,下午,雨,M0895,拿鐵,咖啡,1,90,90.0
A22542,2026-08-14,星期五,信義店,早上,晴,M1539,拿鐵,咖啡,1,90,90.0
A23957,20260830,星期日,中壢店,下午,晴,M0266,紅茶,茶飲,1,50,50.0
A23873,2026-08-30,星期日,信義店,晚上,晴,M1853,拿鐵,咖啡,2,90,180.0
A22846,2026-08-16,星期日,板橋店,早上,陰,,紅茶,茶飲,3,50,150.0
A21997,2026-08-07,星期五,板橋店,下午,晴,,可頌,烘焙,3,60,180.0
A21549,2026-08-01,星期六,中壢店,早上,雨,M0656,抹茶拿鐵,茶飲,2,100,200.0
A24020,20260831,星期一,板橋店,早上,晴,M1772,拿鐵,咖啡,1,90,90.0
A21806,2026-08-05,星期三,板橋店,晚上,雨,,拿鐵,咖啡,1,90,90.0
A22300,2026-08-10,星期一,中壢店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A23911,2026-08-30,星期日,板橋店,下午,晴,M1974,紅茶,茶飲,1,50,
A22452,2026-08-13,星期四,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22499,2026-08-13,星期四,中壢店,晚上,晴,,拿鐵,咖啡,3,90,270.0
A23067,2026-08-19,星期三, 中壢店,晚上,晴,,紅茶,茶飲,1,50,50.0
A22529,2026/08/14,星期五,信義店,晚上,晴,M1758,美式咖啡,咖啡,3,70,210.0
A22238,2026-08-09,星期日,中壢店,晚上,晴,M1741,紅茶,茶飲,3,50,150.0
A23898,2026-08-30,星期日,板橋店,晚上,晴,M0984,美式咖啡,咖啡,1,70,70.0
A23970,2026-08-31,星期一,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22658,2026-08-15,星期六,信義店,下午,晴,M0994,抹茶拿鐵,茶飲,1,100,100.0
A23903,2026-08-30,星期日,板橋店,早上,晴,M0349,起司蛋糕,烘焙,1,120,120.0
A22859,2026-08-16,星期日,中壢店,下午,陰,,起司蛋糕,烘焙,1,120,120.0
A21917,2026-08-06,星期四,中壢店,下午,陰,M1365,紅茶,茶飲,1,50,50.0
A22046,2026-08-08,星期六,信義店,下午,雨,M1741,美式咖啡,咖啡,1,70,70.0
A23442,2026-08-24,星期一,板橋店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22949,2026-08-18,星期二,信義店,下午,陰,M0653,拿鐵,咖啡,1,90,90.0
A22873,2026-08-16,星期日,中壢店,下午,陰,,紅茶,茶飲,1,50,50.0
A23337,2026-08-22,星期六,中壢店,下午,晴,M0519,美式咖啡,咖啡,6,70,420.0
A23288,2026-08-22,星期六,板橋店,下午,晴,M1260,拿鐵,咖啡,1,90,90.0
A22091,2026-08-08,星期六,中壢店,早上,雨,M1248,拿鐵,咖啡,1,90,90.0
A21561,2026-08-01,星期六,中壢店,晚上,雨,M0611,抹茶拿鐵,茶飲,1,100,100.0
A22963,2026-08-18,星期二,板橋店,下午,陰,M0385,起司蛋糕,烘焙,1,120,120.0
A22312,2026-08-10,星期一,中壢店,下午,晴,M0395,卡布奇諾,咖啡,2,95,190.0
A22139,2026-08-09,星期日,信義店,早上,晴,,美式咖啡,咖啡,3,70,210.0
A22824,2026-08-16,星期日,板橋店,下午,陰,M1655,卡布奇諾,咖啡,2,95,190.0
A23301,2026-08-22,星期六,板橋店,晚上,晴,M0880,肉桂捲,烘焙,3,85,255.0
A23860,2026/08/30,星期日,信義店,下午,晴,M0447,卡布奇諾,咖啡,2,95,190.0
A23982,2026-08-31,星期一,信義店,晚上,晴,M0508,美式咖啡,咖啡,3,70,210.0
A22661,2026-08-15,星期六,信義店,下午,晴,M0506,紅茶,茶飲,2,50,100.0
A23888,2026-08-30,星期日,板橋店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A21761,2026-08-04,星期二,板橋店,晚上,雨,,拿鐵,咖啡,1,90,90.0
A22468,2026/08/13,星期四,板橋店,下午,晴,M0223,紅茶,茶飲,1,50,50.0
A22587,2026-08-14,星期五,中壢店,早上,晴,M1817,紅茶,茶飲,1,50,50.0
A23598,2026-08-27,星期四,信義店,早上,晴,M0460,紅茶,茶飲,3,50,150.0
A23827,2026-08-29,星期六,中壢店,早上,陰,M0657,抹茶拿鐵,茶飲,3,100,300.0
