default,student,balance,income
No,Yes,0.0,25365.443696
No,No,255.721801,25731.366764
No,Yes,680.386929,5200.283024
Yes,Yes,1718.869588,27095.15861
No,No,609.318012,37568.719051
No,No,421.944446,45089.036319
No,No,1140.721044,35552.171727
No,Yes,1171.451601,7673.34485
No,No,0.0,56226.662119
No,Yes,1578.3433,42249.852427
No,Yes,509.423381,18867.311366
No,Yes,969.287801,44538.858689
No,No,0.0,52098.85819
No,No,709.341501,32489.744646
No,Yes,1213.810518,14942.571708
No,No,824.482118,39277.689491
No,No,370.438146,23432.729871
No,No,721.990309,51474.550039
No,No,1195.179294,25198.00964
No,No,1131.205313,34204.059335
No,No,819.513363,40517.815797
No,No,1149.089206,30639.957998
No,Yes,902.164455,28687.374302
No,No,1290.904583,42537.868532
No,No,1070.467837,36266.81986
No,Yes,1701.722718,31549.81393
No,No,449.540659,31641.849113
No,No,0.0,39023.333162
No,No,410.828168,46551.032034
No,No,960.545589,37497.50261
No,No,701.559299,28579.698395
No,No,227.47814,36279.892256
No,No,491.170408,44689.057965
No,Yes,305.095078,11596.463002
Yes,Yes,1225.857205,16595.478608
No,No,914.492853,53498.588704
No,Yes,895.499994,5000.0
No,Yes,905.789121,17953.126134
No,No,882.366283,59581.024694
No,Yes,11.705263,5000.0
No,No,974.954346,31557.22837
No,Yes,996.033104,39141.49952
No,Yes,226.396113,34482.81612
No,No,641.883953,25284.458272
No,No,229.111603,56054.096862
No,Yes,947.506197,24776.754239
No,No,1476.227324,40056.427725
No,No,0.0,24753.333602
No,No,1482.013434,45046.033234
No,No,434.683868,38207.562017
No,Yes,805.473706,16756.507885
No,No,578.192736,39604.456565
No,No,1284.113768,29359.597325
No,No,745.379031,41965.055508
No,Yes,1167.291452,23772.869372
No,No,673.006206,39907.419153
No,Yes,622.50384,33696.804382
No,Yes,881.450531,22508.012075
No,Yes,1162.612147,9547.186447
No,Yes,379.956542,31117.986131
No,Yes,1436.700963,24159.841329
No,Yes,1274.09669,12219.003656
No,Yes,1411.50455,20867.988224
No,Yes,1230.324315,14839.879305
No,No,752.60139,29881.901492
No,Yes,273.84619,26564.245107
No,Yes,1003.906564,22895.720571
No,Yes,1645.043341,10224.324067
No,No,0.0,42558.486862
No,No,1049.628832,32016.564043
No,No,871.268137,45210.558768
No,No,352.617008,59803.827498
No,No,1208.392405,40047.575429
No,No,1571.913862,53476.657703
No,No,1489.310016,29215.052601
No,Yes,1210.667517,10931.663895
No,No,0.0,44649.792898
No,Yes,728.098196,14335.051458
No,Yes,1639.122607,27724.567687
No,No,1021.302468,52256.523366
No,No,932.966424,42975.712884
No,No,690.515912,44441.794285
No,No,1292.425739,36400.357318
No,Yes,1028.296662,17012.894242
No,No,0.0,26507.157395
No,No,800.401321,43959.951023
No,Yes,476.969025,17627.242479
No,Yes,1189.407415,18377.026006
No,Yes,724.606687,22558.905097
No,No,936.447091,44774.300414
No,No,799.407269,17058.595627
No,No,1041.447568,33166.626411
No,No,579.834109,43344.728184
No,No,534.574231,45215.593169
No,No,970.662461,47626.803249
No,Yes,1457.383128,16913.440223
No,No,501.726956,47293.684047
No,No,1286.386226,45802.449713
No,No,210.788176,35502.519387
No,No,794.864765,48137.687372
No,No,436.550781,48028.425501
Yes,Yes,2066.226534,7863.779061
No,No,816.282633,32242.550955
No,No,1460.140835,21494.018925
No,No,1166.016581,54222.256546
No,No,830.51032,35927.018412
No,No,487.201399,56445.010202
No,No,1000.322701,27465.645775
No,Yes,855.87411,13277.082861
No,No,777.836149,56327.164801
No,No,946.109123,45079.68601
No,No,129.241185,46148.714031
No,Yes,399.830053,15097.778335
No,Yes,698.554607,9915.519271
No,No,101.47118,55265.953269
No,No,400.384106,35501.489796
No,Yes,1328.730457,8665.439573
No,No,1181.227284,34358.887468
No,Yes,1078.92359,17662.638027
No,No,402.998262,39164.865569
No,Yes,0.0,31054.558294
No,No,1081.538631,43551.941127
No,No,467.590369,39228.704652
No,Yes,775.138428,19885.183851
No,No,765.556099,42524.792029
No,Yes,1291.393915,31254.516538
No,No,1047.394164,46486.562225
No,No,1729.213146,36961.407336
No,Yes,1227.04257,26318.880122
No,No,1108.841326,54636.312845
No,Yes,1132.725178,30250.331307
No,No,853.038352,55416.675188
No,No,879.620653,45551.354422
No,No,297.546415,43603.233887
No,Yes,1509.059881,6039.162968
No,No,1628.95373,44470.642985
Yes,Yes,1449.391416,11639.926638
No,No,272.640703,45794.807873
No,Yes,1090.359591,37335.416835
No,No,109.11159,39627.76037
No,No,363.422982,47609.711653
No,No,492.117004,38738.216908
No,Yes,818.152956,36147.221247
No,No,471.250925,40965.617989
No,Yes,1740.043584,18269.493858
No,Yes,461.063219,19178.96796
No,Yes,1355.351453,36720.370365
No,No,942.640855,37609.208153
No,No,654.730957,41690.358431
No,No,1110.653238,65789.906744
No,No,0.0,33073.222693
No,No,915.773487,59411.977264
No,No,275.600779,27810.879456
No,No,443.207741,31929.620801
No,No,828.352809,54848.435762
No,No,933.404847,29776.873144
No,Yes,646.89375,21265.368363
No,Yes,710.448094,18385.457689
No,No,1091.051331,55271.919627
No,No,305.690336,40961.725627
No,No,47.649211,41814.814667
No,No,175.249705,55733.181117
No,No,1083.682507,60480.206633
No,No,790.614677,42403.60407
No,No,952.640489,54064.661955
No,Yes,1071.43789,21029.087575
No,No,899.690407,37858.434592
No,Yes,668.047457,32626.544729
No,No,233.81773,18272.669387
No,Yes,0.0,17561.611607
No,No,662.230128,54322.30887
No,No,469.004228,42124.64759
No,No,1045.985987,33078.084404
No,No,1501.990363,24954.551167
No,No,0.0,30963.564934
No,No,1237.443992,41502.995267
No,Yes,1050.45202,5000.0
No,Yes,1618.176261,18812.589462
No,No,861.125718,51506.567836
No,Yes,673.673905,15693.104953
No,No,1250.045769,51768.689803
No,No,1334.952588,41604.635419
No,No,332.443206,28391.463487
No,Yes,736.559078,16365.49475
No,No,490.580886,43010.554707
No,Yes,583.311538,19744.899314
No,No,736.339239,41034.313379
No,No,749.876621,37701.937092
No,Yes,1050.976743,23428.101071
No,No,1515.476472,42094.325594
No,No,1694.810242,46290.648235
No,Yes,1109.079799,5000.0
No,Yes,524.03793,19214.871109
No,No,933.109916,35747.631511
No,No,155.660141,30187.089706
No,No,1184.984648,36074.087677
No,No,1226.452094,38490.208366
No,Yes,786.567713,19597.726642
No,No,1107.607105,46420.384687
No,Yes,1094.908377,34030.162465
No,No,44.104679,50642.568929
No,No,1135.013036,48644.468454
No,No,925.398863,33371.170952
No,No,654.666661,55339.46067
No,Yes,587.096389,17700.780315
No,No,492.128537,35475.686296
No,No,672.373822,34103.245116
No,No,796.01538,52869.158359
No,No,992.685773,40655.01584
Yes,Yes,1304.18637,5000.0
No,Yes,923.103219,26762.399485
No,Yes,1204.2809,34060.226913
No,Yes,0.0,9765.353764
Yes,Yes,2169.772256,5000.0
No,No,596.001293,48632.303154
No,Yes,1133.833305,20743.32421
No,No,1148.462325,40484.708123
No,No,933.893718,31317.217043
No,No,595.489667,39499.7209
No,No,483.219227,37749.987663
No,No,609.935131,29299.294657
No,Yes,1583.30114,32167.061651
No,No,767.261144,34499.2864
No,No,691.68175,40315.192156
No,No,494.10679,34174.93945
No,No,575.013299,35008.156879
No,No,34.358855,46401.125661
No,Yes,614.065934,32207.171103
No,No,272.137466,36019.195371
No,No,1296.987128,27537.989053
No,Yes,1316.221414,17675.295249
No,No,564.681311,24561.071118
No,No,1088.742592,43118.684676
No,No,1051.310099,42305.605476
No,No,904.80645,56077.084125
No,No,923.47902,29054.888281
No,No,1450.886473,58131.891041
No,No,513.689634,43670.443115
No,Yes,1590.972235,9105.274238
No,Yes,1724.237987,34353.330833
No,No,1139.143932,23718.518511
No,Yes,1242.195281,18015.626843
No,No,874.713395,28417.75183
No,Yes,590.854718,31683.880212
No,No,793.471099,40871.115167
No,No,847.342782,32965.754332
No,No,420.669767,37537.898881
No,Yes,999.816848,17032.73467
No,No,512.841353,45688.412327
No,No,338.826042,47688.261712
No,No,0.0,37661.725331
No,No,313.293093,56323.573599
No,Yes,752.631591,23914.876663
No,No,585.427903,38953.364656
No,No,430.816981,42412.732704
No,No,570.328973,63378.384839
No,No,216.946053,44323.374854
No,Yes,1191.824918,19984.712263
No,Yes,1020.780433,19013.014407
No,No,1029.362445,39699.143013
No,No,85.394417,47479.950015
No,Yes,560.81442,9939.398764
No,No,136.494874,33548.947685
No,Yes,594.548743,16100.285204
No,Yes,321.13538,19460.376163
No,No,1775.03583,27195.671633
No,No,377.043896,33610.442247
No,No,529.03148,30652.432198
No,No,1182.202464,52177.223529
No,Yes,1116.461916,23154.489326
No,Yes,1100.377071,12138.877341
No,No,1280.615472,38350.496319
No,No,818.323124,36310.271113
No,No,535.489094,51796.543022
No,Yes,444.181835,17462.54738
No,Yes,1114.911616,29125.589944
No,No,411.970791,57773.996856
No,No,884.715942,37811.716444
No,Yes,309.471944,23291.500981
No,No,1119.523909,41004.323426
No,No,1573.450836,54409.23719
No,No,939.831263,39471.569656
No,No,527.560983,55474.478875
No,Yes,1085.588617,29148.320735
No,No,581.540746,61500.128537
No,No,310.066207,51295.578937
No,No,667.15026,31299.10084
No,Yes,589.692108,5000.0
No,No,700.04325,47910.113579
No,Yes,864.353987,33804.546878
No,No,440.817196,32485.207052
No,No,230.912393,39531.300531
Yes,No,1947.661003,36415.907299
No,No,1170.210067,28521.950545
No,No,910.073205,32809.237796
No,Yes,1147.479513,14090.883153
No,Yes,1439.87011,22665.728696
No,No,1632.260068,37212.501588
No,Yes,591.426048,30684.29108
No,Yes,670.626407,17699.15517
No,No,550.947119,39317.398956
No,Yes,966.071181,23061.299587
No,No,903.549776,38032.704518
No,No,1212.77259,41399.425233
No,No,1222.269517,36314.626543
No,No,772.546606,48826.610162
No,No,0.0,28508.067147
Yes,Yes,1641.966178,15127.484674
No,No,580.60772,36673.864751
No,Yes,879.327839,29965.944079
No,Yes,911.861306,8289.4717
No,Yes,742.276975,14160.519684
No,No,277.480708,39189.120963
No,Yes,555.055952,14782.144621
No,Yes,53.652525,5000.0
No,No,806.611456,23527.236643
No,No,1353.777882,46093.620607
No,Yes,82.421397,23268.780128
No,No,552.296466,34032.203985
No,No,1059.217808,36503.916562
No,No,1316.057442,36180.366999
No,No,234.36033,35612.745047
No,No,1221.984018,70695.272564
No,Yes,0.0,21462.30256
No,No,819.876633,39144.529449
No,Yes,858.104059,20588.508127
No,Yes,1497.70643,23992.172387
No,Yes,620.199324,16683.417684
No,Yes,274.97001,17318.094956
No,No,1597.565278,48303.872539
No,Yes,670.599851,5000.0
No,No,1365.417849,57663.398975
No,Yes,1769.936022,8537.967414
No,No,175.148684,52602.088962
No,Yes,1395.243219,23970.93719
No,Yes,1183.224896,18676.58761
No,Yes,1147.905645,24598.76515
No,No,618.343788,44273.117025
No,No,894.708328,68200.870096
No,No,811.632545,39009.695774
No,No,1637.867876,37052.585494
No,No,159.655263,56318.112767
No,Yes,63.865452,19366.708749
No,Yes,847.347129,35414.993923
No,No,329.140683,36475.094268
No,Yes,639.769916,26776.484928
No,No,894.214061,51856.786217
No,No,507.836834,52409.767281
No,No,740.966529,31263.413981
No,No,647.101266,45691.817791
No,No,856.173877,42999.124924
Yes,No,1563.103372,30026.302674
No,No,970.094385,61577.209562
No,Yes,1187.683557,17918.100388
No,No,370.826293,39085.411073
No,Yes,1021.155674,41340.445723
Yes,Yes,1821.754275,22742.584165
No,No,919.981201,53184.72585
No,No,626.309544,47234.017076
No,No,1397.523562,41586.414151
No,No,1182.415353,22954.838607
No,No,794.368421,45487.576601
No,No,654.460177,61756.501959
No,Yes,686.781305,9238.519885
No,Yes,965.13104,31950.191745
No,Yes,926.261256,20634.148199
No,No,1066.507909,48654.868653
No,No,12.439702,45897.107913
No,Yes,1392.803847,17191.090239
No,No,0.0,36904.368521
No,No,360.115105,38588.77346
No,Yes,379.353247,35405.06413
No,No,556.301089,59934.212696
No,No,1069.675091,41433.083069
No,No,156.327418,44693.591311
No,Yes,348.483705,11139.371896
No,Yes,671.433231,25085.692412
No,No,1742.741632,41620.995716
No,Yes,276.417446,6109.996163
No,Yes,932.616619,15214.580005
No,No,298.227188,62067.63636
No,No,271.79879,35629.724397
No,No,851.484262,48459.708168
No,No,364.540423,23467.386649
No,No,547.145172,42025.565324
No,No,527.803371,28300.54924
No,No,742.519599,47036.084758
No,Yes,592.621394,29191.859585
No,No,856.016475,53415.908194
No,No,907.469761,31521.525771
No,No,286.012529,37604.074948
No,Yes,1171.527779,11397.675204
No,Yes,1205.309216,31368.904061
No,No,417.516493,39600.173235
No,No,909.828388,42967.974718
No,No,762.551532,37145.256136
No,No,717.439259,49894.332192
No,No,150.464378,35420.323558
No,No,294.982375,47639.565036
No,No,516.69828,33528.320634
No,No,0.0,26766.218252
No,No,659.584251,53272.675062
No,No,584.3835,27374.239194
No,Yes,1085.75403,30126.055715
No,No,0.0,37370.484259
No,Yes,627.293962,5000.0
No,No,1020.479152,51241.364777
No,No,795.523973,36356.533602
No,Yes,676.728149,29866.805002
No,No,568.623341,67699.455439
No,No,339.636729,52335.076002
No,No,1068.253931,44982.677712
No,No,0.127144,34820.35265
No,Yes,897.861412,22211.163183
No,No,0.0,54400.133277
No,No,178.293863,48994.27663
No,Yes,917.825674,21561.560719
No,No,1045.542933,39769.462828
No,No,459.49576,41715.578334
No,No,788.308258,26367.589655
No,No,433.555825,41982.91712
No,Yes,1024.203805,5000.0
No,Yes,1710.775557,22859.478079
No,No,358.382672,41287.342647
No,Yes,356.741296,9794.312351
No,No,593.577623,51026.253178
No,Yes,914.806415,22122.442926
No,No,763.31398,55738.872609
No,Yes,636.697199,16671.320776
No,No,886.915811,46772.674674
No,No,172.294643,50116.017815
No,Yes,616.69732,22036.870662
No,Yes,1500.532157,16700.691504
Yes,Yes,1423.172123,24407.284926
No,No,990.749697,21648.586006
No,No,518.754911,38607.334965
No,No,888.185856,49951.007331
No,Yes,1420.300802,16103.951178
No,No,278.37526,32813.046274
No,No,934.881894,66216.074768
No,Yes,590.876901,8746.843627
No,No,579.482864,45861.587295
No,No,693.365091,73607.196448
No,Yes,1239.82962,14611.21009
No,Yes,446.568738,32084.005841
No,No,697.084791,31918.257297
No,No,1276.297408,38941.648283
No,No,469.123107,42822.20122
No,No,811.041863,45192.537307
No,No,482.679331,43260.300759
Yes,No,1674.554074,34007.352099
No,No,973.983844,41887.811886
No,No,333.226276,46867.916732
No,No,599.913445,35283.132493
No,No,1045.428709,21292.621472
No,Yes,0.0,28897.930452
Yes,No,1620.601545,34559.41714
No,No,853.75485,36269.629359
No,No,1661.945811,38760.324588
No,No,1002.882754,30210.861482
No,No,860.705453,57317.748691
No,Yes,610.561281,23356.494782
No,No,317.816773,44493.85532
No,Yes,1303.273417,26733.285064
No,No,960.553143,33555.237419
No,Yes,153.787671,5541.700298
No,No,1048.263584,50019.682229
No,Yes,1109.167023,29832.048162
No,No,773.815473,64934.306962
No,No,1368.715594,55099.149537
No,No,354.636349,37170.883997
No,No,512.352103,51477.719177
No,No,376.464821,31425.749464
No,No,184.236871,36302.990373
No,No,902.248789,57980.10872
No,No,730.650782,37043.516505
No,No,1102.273659,32532.648318
Yes,Yes,1054.351594,6359.778018
No,Yes,611.952528,5000.0
No,Yes,1219.323956,20087.102852
No,Yes,431.856677,24947.907967
Yes,No,1827.579432,39654.051242
No,No,614.762261,44854.64505
No,No,358.406346,30350.964355
No,No,497.108065,68754.81682
No,No,971.091895,42667.162686
No,No,611.98553,46302.937546
No,Yes,772.867096,19814.420523
No,No,1038.266248,36223.013379
No,No,449.188816,37823.398332
No,No,176.644914,60051.680941
No,Yes,210.11662,13251.291975
No,No,399.935896,42716.593014
No,No,519.416906,49205.953363
No,Yes,546.923803,10885.55623
No,No,0.0,54118.409053
No,No,140.121602,26283.158976
No,No,1429.75426,42731.283308
No,Yes,832.706183,42093.159204
No,Yes,466.660542,20530.386781
No,No,0.0,42108.865454
No,No,224.840315,53213.629761
No,Yes,379.767341,13435.65893
No,Yes,1083.602913,9473.133845
No,No,1241.539149,47502.165859
No,No,1212.193012,40764.385948
No,No,799.410487,39184.772721
No,Yes,904.376471,23245.349135
No,No,922.276225,42379.226442
No,No,965.680377,45098.531437
No,No,1126.430935,53428.993581
No,No,400.592949,47023.716685
No,No,616.45995,41768.615558
No,No,1444.858854,45523.297369
No,Yes,0.0,28383.074387
No,No,402.43225,56134.461053
No,No,495.255583,32788.130355
No,No,865.675303,25413.275088
No,No,1305.393603,54450.584428
No,Yes,1083.459975,25077.691057
No,Yes,999.491033,5000.0
No,No,1017.883013,28172.920806
No,Yes,988.303501,10331.929372
No,No,664.633934,26605.890705
No,No,1030.868104,35329.856058
No,No,1831.892416,36526.283485
No,No,1297.730227,40239.532052
No,No,1122.943087,33229.626845
No,No,1317.829057,35432.640627
No,No,1239.277792,30481.523335
No,No,245.79282,39151.71446
No,No,550.129601,25122.142609
No,Yes,734.644118,10576.054771
No,No,357.739142,60339.858238
No,No,751.316515,56740.938196
No,No,673.752456,42251.441357
No,No,1167.058505,63866.522535
No,No,1121.202913,30055.571916
No,No,465.520566,40073.946835
No,Yes,1424.585825,21831.297624
No,Yes,0.0,13818.609367
No,No,1488.474151,38051.272268
No,Yes,968.924441,17817.733248
No,No,542.174348,38389.683118
No,No,1013.56722,25054.414885
No,No,1622.046404,28441.295554
No,No,841.423037,56084.21761
No,No,1037.660007,35717.078587
No,No,722.755644,44588.79418
No,Yes,1172.974913,23653.179582
No,No,791.045844,46497.576968
No,No,1354.844653,34237.589672
No,Yes,849.944461,28768.62563
No,Yes,931.957185,11299.397804
No,Yes,1217.595298,12923.278375
No,No,0.0,34122.063591
No,No,413.155004,44392.675802
Yes,Yes,1091.770174,26663.704743
No,No,830.009238,39102.903251
No,No,1275.948947,45869.428378
No,No,1050.416888,48532.121468
No,No,1112.781783,56716.627145
No,No,527.544612,47185.849109
No,No,863.232635,44355.231778
No,Yes,1540.385852,11729.242927
No,No,995.732371,35100.42023
No,No,1393.377904,29673.658604
No,No,935.907231,40318.221589
No,No,470.363811,39843.36482
No,No,659.281511,38516.494016
No,No,1346.168958,47352.85524
No,No,766.034886,22314.14971
No,No,663.886711,34085.073944
No,No,1052.303041,30882.183693
No,No,1162.500926,53686.374473
No,No,858.318548,53853.28941
No,No,427.349658,44197.813376
No,Yes,446.638703,17642.039026
No,No,899.122178,5000.0
No,Yes,511.669123,14114.424543
No,No,250.699486,44605.058127
No,No,29.96232,40583.79346
No,No,338.351329,61394.454309
No,Yes,1438.237765,22721.610106
No,No,0.0,43631.294875
No,No,818.192431,47751.58905
No,No,143.554627,53974.810916
No,No,995.634107,46307.67598
No,Yes,817.345538,26047.689119
No,No,581.289523,26224.609164
No,Yes,1730.067957,5000.0
No,Yes,1242.421509,19042.821129
No,No,1404.813036,44600.237827
No,No,491.528875,40004.033774
No,No,1324.200144,26479.132172
No,Yes,654.916245,26519.523624
No,Yes,1630.793444,30748.559052
No,No,1226.627049,55563.419492
No,No,679.045622,47272.956369
No,No,542.9049,55583.666771
No,No,249.941337,31298.002282
No,No,935.518328,39870.529253
No,No,430.676336,38144.877586
No,No,379.065818,48316.686877
No,No,844.475295,34360.775439
No,No,517.111291,34287.916629
No,No,221.554615,43770.570703
No,No,0.0,20977.850033
No,No,0.0,38745.9202
No,No,921.213116,28861.680513
No,No,758.484716,30572.350106
No,No,277.688745,37026.560549
No,No,1087.644805,48837.600257
No,No,1297.443667,36679.755395
No,Yes,384.356886,25186.785314
No,No,1391.433971,41822.179912
No,Yes,971.335727,12703.10744
No,Yes,487.454539,27044.453737
No,No,739.686086,49953.605639
No,Yes,904.378453,21221.252259
No,No,0.0,35650.039498
Yes,No,1675.760028,51673.934311
No,Yes,816.489778,24040.381324
No,Yes,1215.662445,13231.628661
No,No,0.0,48442.789431
